435002.356238,4465155.864001
435001.880338,4465155.495614
435001.425233,4465155.041665
435000.914236,4465154.665238
435000.299959,4465154.369535
434999.803906,4465153.915255
434999.239184,4465153.505195
434998.604007,4465153.171579
434998.001568,4465152.736887
434997.420452,4465152.282695
434996.835158,4465151.780881
434996.137886,4465151.387008
434995.551026,4465150.856364
434994.931714,4465150.309127
434994.159468,4465149.952331
434993.527953,4465149.318505
434992.765174,4465148.892433
434992.047481,4465148.391689
434991.371082,4465147.847722
434990.648482,4465147.405004
434989.967967,4465146.858223
434989.273067,4465146.359003
434988.554187,4465145.891258
434987.862530,4465145.385609
434987.165312,4465144.894939
434986.479826,4465144.382484
434985.774594,4465143.918117
434985.126989,4465143.390090
434984.420212,4465142.902574
434983.738563,4465142.380336
434983.039549,4465141.898303
434982.321318,4465141.417306
434981.595815,4465140.894448
434980.821847,4465140.486087
434980.136830,4465139.918236
434979.428769,4465139.388734
434978.696997,4465138.879289
434977.943518,4465138.377857
434977.209277,4465137.835076
434976.436415,4465137.318974
434975.656977,4465136.803632
434974.900823,4465136.253196
434974.075550,4465135.748833
434973.313771,4465135.180001
434972.497811,4465134.642533
434971.682292,4465134.087338
434970.861017,4465133.545920
434970.068929,4465132.943252
434969.230593,4465132.388754
434968.355240,4465131.826917
434967.549639,4465131.192415
434966.689296,4465130.627654
434965.875542,4465129.967229
434964.989293,4465129.384876
434964.128309,4465128.762379
434963.223590,4465128.197226
434962.348201,4465127.583883
434961.479450,4465126.958900
434960.589608,4465126.349105
434959.730425,4465125.691089
434958.830466,4465125.091946
434957.944797,4465124.444169
434957.073223,4465123.818583
434956.169239,4465123.194405
434955.271582,4465122.575057
434954.401976,4465121.913470
434953.477409,4465121.314318
434952.613759,4465120.642484
434951.691142,4465120.031530
434950.805466,4465119.401127
434949.914434,4465118.740798
434949.002721,4465118.108696
434948.135710,4465117.424866
434947.248238,4465116.758809
434946.330392,4465116.126556
434945.449784,4465115.460218
434944.531355,4465114.826046
434943.637683,4465114.156972
434942.734687,4465113.517968
434941.819848,4465112.860325
434940.902229,4465112.220079
434939.995768,4465111.584861
434939.148321,4465110.859939
434938.251939,4465110.209889
434937.335117,4465109.586565
434936.477682,4465108.874107
434935.545672,4465108.267602
434934.630747,4465107.645927
434933.736031,4465106.997103
434932.859283,4465106.302573
434931.938462,4465105.690015
434931.038086,4465105.038317
434930.204624,4465104.321415
434929.327154,4465103.659621
434928.402590,4465103.053090
434927.539823,4465102.356220
434926.647363,4465101.739069
434925.769493,4465101.088509
434924.875316,4465100.474241
434924.005492,4465099.799615
434923.139329,4465099.137316
434922.207083,4465098.541509
434921.395444,4465097.787676
434920.474360,4465097.176102
434919.603150,4465096.505004
434918.720611,4465095.848287
434917.864525,4465095.161240
434916.997808,4465094.485774
434916.134586,4465093.808539
434915.295723,4465093.092722
434914.466352,4465092.385851
434913.649244,4465091.675969
434912.772603,4465091.033411
434911.961058,4465090.329883
434911.141630,4465089.612159
434910.337256,4465088.909457
434909.535352,4465088.212413
434908.728300,4465087.512862
434907.930112,4465086.798673
434907.181792,4465086.040575
434906.359088,4465085.345155
434905.578307,4465084.617032
434904.777843,4465083.893483
434904.004324,4465083.157065
434903.218159,4465082.422014
434902.434522,4465081.678116
434901.652954,4465080.916329
434900.883957,4465080.175746
434900.103959,4465079.428653
434899.328393,4465078.676601
434898.558947,4465077.912008
434897.784176,4465077.170143
434897.007981,4465076.417560
434896.244387,4465075.651862
434895.456472,4465074.917586
434894.676172,4465074.178230
434893.910335,4465073.408722
434893.127084,4465072.653980
434892.364714,4465071.866218
434891.547178,4465071.164520
434890.778495,4465070.388561
434889.974050,4465069.638869
434889.184111,4465068.916323
434888.385447,4465068.198329
434887.606833,4465067.451003
434886.839713,4465066.685503
434886.056622,4465065.946154
434885.227160,4465065.229333
434884.454149,4465064.465475
434883.677253,4465063.726979
434882.885049,4465062.991539
434882.099964,4465062.241069
434881.292912,4465061.519171
434880.496257,4465060.773427
434879.720696,4465060.024041
434878.917812,4465059.265345
434878.114950,4465058.523781
434877.326195,4465057.763335
434876.495853,4465057.088965
434875.707857,4465056.291917
434874.925315,4465055.532860
434874.084331,4465054.834716
434873.301556,4465054.058455
434872.514935,4465053.304208
434871.715568,4465052.539654
434870.896915,4465051.807719
434870.084228,4465051.090995
434869.298308,4465050.327713
434868.478872,4465049.598523
434867.670364,4465048.857620
434866.877488,4465048.112048
434866.058958,4465047.376245
434865.274363,4465046.614155
434864.462037,4465045.868937
434863.650216,4465045.121569
434862.855093,4465044.366748
434862.054340,4465043.612476
434861.249061,4465042.863626
434860.431856,4465042.110958
434859.632801,4465041.353397
434858.835513,4465040.588919
434858.021245,4465039.830528
434857.216649,4465039.069166
434856.414274,4465038.300996
434855.625974,4465037.524840
434854.800962,4465036.802786
434854.016851,4465036.018324
434853.207403,4465035.259170
434852.425874,4465034.463845
434851.630652,4465033.709266
434850.816689,4465032.922474
434850.023686,4465032.147877
434849.203368,4465031.418622
434848.391390,4465030.635587
434847.598878,4465029.849053
434846.792569,4465029.084562
434845.958093,4465028.324404
434845.165879,4465027.544547
434844.347995,4465026.792478
434843.557580,4465025.999580
434842.747167,4465025.233849
434841.958496,4465024.431630
434841.144541,4465023.678696
434840.336790,4465022.913127
434839.535298,4465022.121435
434838.726588,4465021.356226
434837.933907,4465020.565088
434837.118232,4465019.803399
434836.323101,4465019.015538
434835.514067,4465018.227761
434834.712020,4465017.453836
434833.890002,4465016.692165
434833.087735,4465015.917410
434832.270089,4465015.162029
434831.472996,4465014.389652
434830.652350,4465013.629506
434829.829539,4465012.866251
434829.028758,4465012.089966
434828.214359,4465011.317185
434827.402872,4465010.534111
434826.591257,4465009.747689
434825.762272,4465009.018715
434824.935674,4465008.280970
434824.110921,4465007.501341
434823.282928,4465006.746421
434822.469443,4465005.979535
434821.636558,4465005.207525
434820.819733,4465004.432712
434819.983226,4465003.674129
434819.144072,4465002.923709
434818.315281,4465002.163412
434817.486242,4465001.403932
434816.663904,4465000.625356
434815.829207,4464999.868256
434815.014912,4464999.097973
434814.197935,4464998.323754
434813.356589,4464997.598330
434812.550268,4464996.836507
434811.733360,4464996.080123
434810.922796,4464995.327107
434810.109193,4464994.579612
434809.300307,4464993.827561
434808.508253,4464993.049020
434807.726628,4464992.292737
434806.898749,4464991.552933
434806.100696,4464990.809318
434805.307136,4464990.048181
434804.484102,4464989.320305
434803.695732,4464988.574849
434802.888628,4464987.817752
434802.131098,4464987.069364
434801.313889,4464986.345416
434800.545458,4464985.579270
434799.735178,4464984.862570
434798.988009,4464984.104083
434798.216521,4464983.372431
434797.423091,4464982.657621
434796.666199,4464981.915962
434795.910658,4464981.181656
434795.168852,4464980.447416
434794.403471,4464979.719652
434793.647482,4464978.977709
434792.907913,4464978.230443
434792.161252,4464977.493192
434791.466414,4464976.743263
434790.754075,4464975.989896
434790.078443,4464975.217877
434789.386140,4464974.461413
434788.717572,4464973.689259
434788.065434,4464972.891782
434787.410919,4464972.104205
434786.798507,4464971.276930
434786.147220,4464970.469899
434785.547943,4464969.638921
434784.963393,4464968.791885
434784.384186,4464967.942158
434783.819280,4464967.091048
434783.251418,4464966.227180
434782.692343,4464965.346308
434782.149573,4464964.473046
434781.620765,4464963.586841
434781.119263,4464962.673814
434780.626602,4464961.761635
434780.134921,4464960.854628
434779.663369,4464959.927558
434779.197376,4464958.986804
434778.706966,4464958.077843
434778.265776,4464957.135117
434777.822163,4464956.185733
434777.404383,4464955.240435
434776.997077,4464954.285000
434776.606629,4464953.320835
434776.258322,4464952.332826
434775.901013,4464951.372851
434775.532898,4464950.399445
434775.207906,4464949.409273
434774.875456,4464948.427713
434774.564443,4464947.436532
434774.267434,4464946.438809
434773.985409,4464945.466137
434773.700938,4464944.475854
434773.436126,4464943.494651
434773.163129,4464942.482197
434772.911694,4464941.539711
434772.678536,4464940.538401
434772.473098,4464939.553001
434772.263178,4464938.563422
434772.042979,4464937.603294
434771.844706,4464936.611486
434771.655508,4464935.640839
434771.461580,4464934.676616
434771.291868,4464933.704819
434771.091849,4464932.758225
434770.915234,4464931.800105
434770.730400,4464930.836358
434770.570215,4464929.883960
434770.388761,4464928.932875
434770.213331,4464928.001997
434770.051261,4464927.077109
434769.884270,4464926.120256
434769.686847,4464925.203722
434769.533248,4464924.285790
434769.390366,4464923.375980
434769.241893,4464922.482592
434769.076993,4464921.575840
434768.919773,4464920.700807
434768.773076,4464919.800059
434768.613444,4464918.939163
434768.462856,4464918.079409
434768.328915,4464917.214442
434768.173295,4464916.372142
434768.029211,4464915.553886
434767.909481,4464914.738952
434767.765975,4464913.910682
434767.627634,4464913.127657
434767.488602,4464912.358033
434767.359914,4464911.581308
434767.233195,4464910.814297
434767.112418,4464910.053433
434766.973645,4464909.341401
434766.856259,4464908.610756
434766.732910,4464907.889506
434766.611504,4464907.199765
434766.493727,4464906.521889
434766.372978,4464905.832772
434766.257044,4464905.186276
434766.150759,4464904.529021
434766.048691,4464903.881406
434765.943011,4464903.259576
434765.845179,4464902.651461
434765.734015,4464902.063462
434765.628784,4464901.493449
434765.528781,4464900.933659
434765.427989,4464900.408658
434765.334662,4464899.888866
434765.252141,4464899.380838
434765.165378,4464898.889776
434765.077098,4464898.416451
434765.002697,4464897.953348
434764.920166,4464897.514330
434764.824185,4464897.082052
434764.756546,4464896.650842
434764.678188,4464896.226126
434764.602377,4464895.814228
434764.536707,4464895.406052
434764.473671,4464894.997929
